은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,대출,주택도시기금 내집마련 디딤돌 대출거래약정서,전문,,"주택도시기금 내집마련 디딤돌 대출거래약정서
주식회사 국민은행 앞   년    월    일
본인은 주식회사 국민은행(이하 “은행” 이라 한다)과 아래의 조
건에 따라 여신거래를 함에 있어 은행여신거래기본약관(가계용)(이
하“기본약관”)이 적용됨을 승인하고 다음 각 조항을 준수할 것을 확
약합니다. 본건 대출 및 담보권이 한국 주택금융공사(이하“공사”)
에  채권유동화를 위하여 양도(신탁 포함)되는 경우에도, 본인은 기
본약관 및 이 대출거래약정서(이하“약정서”)에 따라 본건 대출을
상환할 것을 확약합니다. 또한 본인은 한국주택금융공사법에 따
른 공사가 수행하는 채권 유동화업무에 대하여 이해하고 있음을
확인합니다."
KB_bank,대출,주택도시기금 내집마련 디딤돌 대출거래약정서,1,거래조건,"거래조건은 다음과 같습니다.(거래방식이 수개로 되어 있는 경우
은행직원의 설명을 듣고 해당되는 “□” 내에 “V” 표시 합니다.)
1540017 (2025.06.23 개정)
⑦ 본인은 대출실행일로부터 1개월 이내에 본건 담보주택에 전입을 완료하여 전
입세대열람표 및 주민등록등본(이하 “전입증빙서류”)을 은행에 제출하고, 전입한
날로부터 2년까지 담보주택에 거주할 것을 확약합니다. 단, 본인이 만30세 미
만(이상) 단독(미혼)세대주로서 부양가족 합가 조건으로 대출을 실행한 경
우 대출실행일로부터 1개월 이내에 부양가족 또한 본건 담보주택에 전입
*을 완료하여 부양가족의 전입증빙서류를 은행에 제출하고, 전입한날로부은행영업시간 마감이후 자동화기기, 인터넷뱅킹 등 전자적장치를 통한
계좌입금 분은 당일 중 상환처리되지 않을 수 있음을 유의하시기 바랍니다. 터 2년까지 담보주택에 거주할 것을 확약합니다."
KB_bank,대출,주택도시기금 내집마련 디딤돌 대출거래약정서,2,지연배상금(연체이자) 제7조 기한 전의 채무변제의무 등,"⋅⋅① 이자분할상환금분할상환원리금을 그 기일에 상환하지 ① 다음 각 호에서 정한 사유 중 하나라도 발생한 경우에 은
아니한 때에는 납입하여야할 금액에 대하여 즉시 지연배상금 행(공사)은 서면으로 독촉하고, 그 통지의 도달일로부터 10일 이상
(연체이자)을 납입하기로 합니다. 으로 은행(공사)이 정한 기간이 경과하면, 본인은 은행 (공사)에 대한
② 대출만료일에 채무를 이행하지 아니하거나, 기본약관 제7조 해당 채무의 기한의 이익을 상실하여 곧 이를 갚아야 할 의무를
또는 이 약정 제7조에 의하여 기한의 이익을 상실한 때에는, 그 지기로 합니다. 다만, 개인채무자보호법에 따른 개인금융 채권의 원금이
때부터 대출 잔액에 대하여, 즉시 지연배상금(연체이자)을 납입 동법 시행령에서 정하는 금액 미만일 경우 연체로 인하여 기한의 이익 상실
하기로 합니다. 시 기한의 이익 상실 통지방법 및 기한의 이익 상실일 등은
③ 개인채무자보호법에 따른 개인금융채권의 원금이 동법 개인채무자보호법 제6조를 적용합니다.
시행령에서 정하는 금액 미만일 경우 연체로 인하여 기한의 이익 1.향후 정부 전산망 등 기타 증명에 의하여 제6조 제1항 내지 제5항의
상실 시 개인채무자보호법 제7조에 따라 연체이자를 납입하기로 내용이 사실과 다른 것으로 확인된 경우
합니다.(단, 본 약정서를 위반하여 기한의 이익이 상실된 경우는 제외) 2.제6조 제6항, 제7항의 사실 확인에 필요한 서류를 제출하지 않는 경우"
KB_bank,대출,주택도시기금 내집마련 디딤돌 대출거래약정서,3,자동이체제도 이용 등 3.본건 담보주택에 전입한날로부터 2년동안 거주하지 않는 경우,"자동이체제도 등을 이용하여 원리금을 납입할 경우 다음 각 4.입양아를 기준으로 신생아 특례대출을 받은 자가 대출 실행 후 1년
호의 사항을 준수하겠으며 이를 게을리하여 발생하는 일체의 이내 해당 입양아를 파양하는 경우
손해는 본인이 부담하기로 합니다.
② 제1항에서 정하는 바에 따라 기한의 이익을 상실한 경우 기한 1.원금의 일부 또는 전액상환시에는 은행에 직접 납입하기로 합니다.
이익상실일로부터 3년 간 주택도시기금 구입 및 전·월세 대출 이용이
2.자동이체를 위하여 지정계좌의 예금을 출금함에 있어 각종 예금
제한됩니다. 약관 또는 약정서의 규정에 불구하고 예금청구서 또는 수표없이 은행의
자동이체처리 절차에 의하여 출금하여도 이의를 제기하지 않기로
합니다.
3.납입일 현재 지정계좌의 잔액이 청구금액에 미달하여 출금"
KB_bank,대출,주택도시기금 내집마련 디딤돌 대출거래약정서,8,소유권 이전 시 대출금상환 또는 채무인수 의무 이 불가능할 경우에는 즉시 은행에 직접 납입하기로 합니다.,"① 대출을 받은 후 담보로 제공된 주택의 소유권을 이전하는 4.이 자동이체신청을 변경하고자 하는 경우에는 납입해당일
경우에는 양수인으로 하여금 채무를 인수하게 하거나 대출금액 의 30일전까지 자동이체변경신청서를 제출하기로 합니다.
전부를 상환하기로 합니다."
KB_bank,대출,주택도시기금 내집마련 디딤돌 대출거래약정서,4,인지세의 부담 ② 전항의 양수인이 채무인수 시에는 양수인의 자격요건에 따라,"① 이 약정서 작성에 따른 인지세는 각 50%씩 본인과 은행이 부담합니다. 대출금리가 변경되거나 채무인수가 거절될 수 있습니다.
② 제1항에 의하여 본인이 부담하기로 한 인지세를 은행이 대신"
KB_bank,대출,주택도시기금 내집마련 디딤돌 대출거래약정서,9,"대출자격 상실자에 대한 거래조건 변경 지급한 경우에는, 기본약관 제4조에 준하여 곧 갚기로 합니다.",이 약정 제7조에 해당하더라도 은행이 인정하는 경우에는 이 약정
KB_bank,대출,주택도시기금 내집마련 디딤돌 대출거래약정서,5,담보제공 ․․제1조에 따른 대출기간대출금액대출금리 등 거래조건을 변경할,"① 본인은 본건 담보주택에 은행 또는 공사의 승인 없이 그 소유권 이전 수도 있기로 합니다.
행위와 저당권, 지상권, 전세권, 가등기, 임차권 등 각종 권리의 설정행위
- 채권유동화에 관한 특약사항 - 를 하지 않겠으며 제3자로부터 은행 또는 공사의 권리가 침해되는 일이
없도록 하며, 동 주택은 토지와 함께 은행에 담보로 제공하기로 합니다. ․제10조 채권의 양도신탁 및 피담보채권
② 은행이 요구하는 경우 은행이 동의하는 종류와 금액의 보험에 가입 본인은 공사의 주택저당채권유동화와 관련하여 채권유동화를 위
하고 그 보험금 청구권에 은행(공사)를 위하여 질권 설정하기로 합니다.
하여 본건 대출 및 이를 담보하는 근저당권이 공사로 양도(신탁
포함)되는 경우에는 이에 대하여 다음 각호와 같이 동의합니다. 제6조 대출 자격요건에 대한 진술 및 확약
① 본인은 ‘대출상담 및 신청서’ 기재내용과 모든 제출자료가 1.본인은 은행이 이 약정에 따른 대출채권 및 근저당권을 공사에 양
사실임을 확인합니다. 도하고 공사가 이를 신탁함을 승낙하며, 본인에 대한 별도의 통지 없
② 본인은 대출 신청일 현재, 본인 및 배우자의 연간 소득합계액 이도 공사는 본인에 대하여 대출채권 및 근저당권을 행사할 수 있음에
(국토교통부의 기금운용계획이 정하는 소득기준)이 동의합니다. 다만, 대출채권 및 근저당권이 실제로 공사로 양도되는 시
( ) 만원 이하임을 확인합니다.
점까지 은행에 대하여 가지는 항변사유로 공사에 대항할 수 있습니다. ③  본인은 이 약정에 따른 대출을 신청함에 있어 본인 및 세대원
2.본인은 위 1호의 양도 및 신탁과 관련하여 근저당권의 피  전원(세대가 분리된 배우자 및 그 배우자와 동일한 세대를 이루고 있는 자녀,
담보채권은 은행이 이 약정에 따른 대출채권을 공사로 양도 하는 결혼예정배우자 포함)(이하 “세대원”), 본인과 동일한 세대를 이루고 있는
시점에 확정됨에 동의합니다. 본인은 피담보채권의 확정에 따라 「민법」상 미성년 형제·자매(이하 “미성년 형제·자매”)의 주택 보유수가
은행으로부터 추가대출 등을 위하여 본건 근저당권을 더 이상 본건 담보주택을 제외하고 무주택임을 확인하며, 대출을 받은 후에 본인
또는 세대원, 미성년 형제·자매가 본건 담보주택 외에 추가 주택을 이용할 수 없음을 이해하며 이를 확인합니다.
취득(이하 “추가주택”)하는 경우 정해진 처분기한 내 추가주택을 처분할
것을 확약합니다.
④ 본인은 혼인신고 없이 신생아 특례대출을 신청함에 있어 본인 및 세대원,
미성년 형제·자매, 신생아의 가족관계증명서상 등재된 부모의 주택 보유수-행정전산망 이용 동의 특약 -
가 본건 담보주택을 제외하고 무주택임을 확인하며, 대출을 받은 후에 본인 제11조 무주택검증·확인 등을 위한 개인정보 처리
본인 또는 세대원 전원(세대가 분리된 배우자 및 자녀, 결혼예정  또는 세대원, 미성년 형제·자매, 신생아의 가족관계증명서상 부모가 본건 담
배우자 포함), 미성년 형제·자매, 신생아의 가족관계증명서상 부모의  보주택 외에 추가주택을 취득하는 경우 정해진 처분기한 내 추가주택을 처
무주택, 기금중복대출여부 또는 소득확인을 위하여 행정전산망  분할 것을 확약합니다.
이용에 동의합니다. ⑤  본인은 대출을 받은 후 본인 및 세대원이 본건 대출 외 기금 대출을 이용
하지 않을 것을 확약합니다. 단, 혼인신고 없이 신생아 특례대출을 신
청한 경우 본인은 대출을 받은 후 본인 및 세대원, 신생아의 가족관
계증명서상 부모가 본건 대출 외 기금 대출을 이용하지 않을 것을 확
약합니다.
⑥  본인은 제6조 및 제7조에 기재된 사실의 확인과 관련하여, 귀(행)사의 540017
청구가 있거나 결혼, 재혼, 이혼 등 배우자관계의 변동이 있는 때에는 사실  1540017 (2025.06.23 개정)
확인에 필요한 서류를 즉시 제출할 것을 확약합니다.
- 기타 특약사항 --토지 후취담보에 관한 특약 -"
KB_bank,대출,주택도시기금 내집마련 디딤돌 대출거래약정서,12,토지 미등기 아파트에 대한 근저당권 설정,"본건 대출이 토지 미등기된 아파트를 담보로 한 경우에는
토지 미등기 사유가 없어져 본인이 해당 토지에 대한
소유권을 이전 받은 즉시 은행 또는 공사가 제1순위
근저당권을 설정할 수 있도록 이에 필요한 조치를 곧
이행하기로 합니다.
- 결혼예정자에 관한 특약 -"
KB_bank,대출,주택도시기금 내집마련 디딤돌 대출거래약정서,13,결혼사실 증명,"① 본인은 결혼예정자 자격으로 대출 신청을 하였기에 본건 대
출 후 3개월 이내에 배우자가 등재된 주민등록등본을 제출하
기로 하며, 제출하지 아니한 경우에는 기한의 이익이 상실됨에
동의합니다.
② 제1항에서 정하는 바에 따라 기한의 이익을 상실한 경우
기한이익상실일로부터 3년 간 주택도시기금 구입 및 전·월세
대출 이용이 제한됩니다.
- 유한책임대출에 관한 특약 -"
