은행명,상품종류,상품이름,조항,조항이름,조항내용
우리은행,적금,「Npay 우리 적금」특약,제1조,약관의 적용,"① 이 특약은 「Npay 우리 적금」(이하 ‘이 적금’이라 합니다) 거래에 대하여 적용하고,
이 특약에서 정하지 않은 사항은 「예금거래기본약관」 및 「적립식예금약관」, 「전자뱅킹서비스 이용약관」을 적용합니다.
② 우리은행 ‘계좌간 자동이체’를 통해 이 적금에 저축하는 경우 「계좌간 자동이체 약관」을 적용합니다. 단, 다른 금융회사를 통해 자동이체하는 경우 해당 금융회사가 정한 내용에 따릅니다.)"
우리은행,적금,「Npay 우리 적금」특약,제2조,예금종류,이 적금의 종류는 정기적금(자유적립식)으로 합니다.
우리은행,적금,「Npay 우리 적금」특약,제3조,가입대상,이 적금의 가입대상은 「Npay 우리 통장」을 보유한 17세 이상 실명의 개인(내국인) 으로 1인 1계좌만 가입 가능합니다.
우리은행,적금,「Npay 우리 적금」특약,제4조,가입방법,이 적금은 네이버파이낸셜 주식회사의 웹 또는 앱페이지를 통하여 가입할 수있습니다.
우리은행,적금,「Npay 우리 적금」특약,제5조,저축기간,이 적금의 저축기간은 가입일부터 6개월입니다.
우리은행,적금,「Npay 우리 적금」특약,제6조,적립한도 및 저축방법,"이 적금은 자유적립식이며, 저축한도는 월 30만원 이하(해당 월 초일부터 말일 까지)로 1천원 단위로 적립이 가능합니다."
우리은행,적금,「Npay 우리 적금」특약,제7조,이율의 적용,이 적금의 기본이율은 가입일 당시 영업점 및 우리은행 홈페이지에 고시한 이율을 적용합니다.
우리은행,적금,「Npay 우리 적금」특약,제8조,중도해지이율,이 적금을 만기일 전에 지급 청구할 때는 가입일 당시 영업점 및 우리은행 홈페이지에 고시한 중도해지이율을 적용합니다.
우리은행,적금,「Npay 우리 적금」특약,제9조,만기 후 이율,이 적금은 만기 후 해지 시 만기일 당시 영업점 및 우리은행 홈페이지에 고시한 만기 후 이율을 적용합니다.
우리은행,적금,「Npay 우리 적금」특약,제10조,세제혜택,이 적금은 가입자 본인의 비과세종합저축 한도 내에서 비과세종합저축으로 가입할 수 있습니다.
우리은행,적금,「Npay 우리 적금」특약,제11조,계약해지방법,"이 적금은 영업점, 우리은행 인터넷뱅킹 또는 스마트뱅킹을 통해 해지할 수 있습니다.
※ 만기가 휴일(관공서의 공휴일에 관한 규정에 의한 관공서의 공휴일, 토요일, 근로자의 날)인 경우, 직전 영업일에 해지하면 ‘만기앞당김 지급’과 ‘중도해지’가 아닌 ‘만기해지’로 적용되며, 이자는 일수
로 계산하여 지급됩니다."
우리은행,적금,「Npay 우리 적금」특약,제12조,중도인출,"이 적금은 초입금을 제외한 지정 입금 건별로 중도인출이 가능하며, 만기해지 포함 총 3회로 한정합니다. 이 때 중도인출 금액에 대해서 제8조의 중도해지 이자율을 적용합니다."
우리은행,적금,「Npay 우리 적금」특약,제13조,제한사항,"① 이 적금은 공동명의 가입 및 양도에 의한 명의변경이 불가합니다.
② 이 적금은 만기 앞당김 해지가 불가합니다.
③ 이 적금은 해지 후 재가입이 불가합니다.
부 칙 (변경사항)
기 가입고객 변경일 내 용 관련조항 적용여부
2025.08.19 약관 제정 - -
※ 본 서류는 법령 및 내부통제기준에 따른 절차를 거쳐 금융소비자에게 제공되는 문서입니다."
우리은행,적금,「Npay 우리 통장」특약,제1조,약관의 적용,"「Npay 우리 통장」 (이하 ‘이 예금’이라 합니다.) 거래는 이 특약을 우선 적용하며, 이 특약에서 정하지 않은 사항은 「예금거래 기본약관」, 「입출금이 자유로운 예금 약관」, 「전자금융거래 기본약관」을 적용합니다."
우리은행,적금,「Npay 우리 통장」특약,제2조,예금종류,이 예금은 저축예금으로 합니다.
우리은행,적금,「Npay 우리 통장」특약,제3조,가입대상,"이 예금의 가입대상은 17세 이상 실명의 개인(내국인)으로, 1인 1계좌만 가입 가능합니다."
우리은행,적금,「Npay 우리 통장」특약,제4조,가입방법,이 예금은 네이버파이낸셜 주식회사의 웹 또는 앱페이지에 연계된 「우리은행 비대면 실명확인 서비스」를 통해서만 가입 가능합니다.
우리은행,적금,「Npay 우리 통장」특약,제5조,기본금리,이 예금의 기본금리는 매일의 최종 예금 잔액에 대해 영업점 및 우리은행 홈페이지에 고시한 금리가 적용됩니다.
우리은행,적금,「Npay 우리 통장」특약,제6조,우대금리,"① 이 예금의 우대금리는 매일의 2백만원 이하 잔액에 대하여 이 예금을 Npay에 연결하여 결제 등의 서비스[네이버파이낸셜 제휴서비스/Npay 머니 통장 서비스] (이하 ‘Npay 머니 통장 서비스’라 한다.) 이용 시에만 제공합니다. 단, 2백만원을 초과하는 예금 잔액 및 ‘Npay 머니 통장 서비스’ 해지 시에는 우대금리를 제공하지 않습니다.
② 최초 가입일(통장개설일)로부터 5년 이내 기간에 대하여 제5조의 금리에 더하여 적용합니다. 기간에 따른 우대금리는 가입 시점의 상품설명서 및우리은행 홈페이지에 고시합니다.
③ 우대금리 중 이벤트 특별금리의 경우 대상자에 한해 기본금리에 가산하여
- 1 -

적용합니다. 이벤트 특별금리 대상 요건은 가입 시점의 상품설명서
및 우리은행 홈페이지에 고시하며, 이벤트 내용에 따른 이벤트 특별금리가 적용됩니다.
④ 이 예금을 해지 후 재가입한 경우, 우대금리 및 이벤트 특별금리를 제공하지 않습니다. 단, 최초 가입일로부터 1개월 이내 재가입한 경우에는 우대금리(이벤트 특별금리 포함)를 제공합니다."
우리은행,적금,「Npay 우리 통장」특약,제7조,이자의 지급,"① 이 예금의 금리는 매일의 최종 예금 잔액에 대해 예금 보유일 현재(공휴일인 경우에는 직전영업일) 영업점 및 우리은행 홈페이지에 고시한 기본금리 및 우대금리를 합산하여 적용합니다.
② 이 예금의 기본금리는 변경될 수 있으며, 금리 변경 시에는 변경일로부터 변경된 금리가 적용됩니다.
③ 이 예금의 이자는 매월 셋째 토요일(원가일)에 원금에 더합니다.
④ 이 예금의 이자계산 기간은 최초 예금일(또는 지난 원가일)로부터 원가일 전일까지입니다."
우리은행,적금,「Npay 우리 통장」특약,제8조,상품명 변경,"이 예금은 ‘Npay 머니 통장 서비스’ 이용 시 「Npay 머니 우리 통장」으로 상품명이 변경되며, ‘Npay 머니 통장 서비스’ 해지 시 다시 이 예금으로 상품명이 변경됩니다."
우리은행,적금,「Npay 우리 통장」특약,제9조,수수료 우대서비스,"이 예금을 통한 거래 시 아래의 수수료 우대 서비스를 제공합니다.
수수료 항목 우대 내용
1. 우리은행 전자금융(인터넷, 모바일, 텔레뱅킹) 이용한 면제 다른 은행으로의 이체수수료
※ 단, 이 예금을 통한
2. 우리은행 자동화기기 이용한 영업시간 외 현금출금 수수료 거래에서 발생하는
3. 우리은행 자동화기기 이용한 다른 은행으로의 이체수수료 수수료에 한함
4. 납부자 자동이체(타행자동이체) 수수료"
우리은행,적금,「Npay 우리 통장」특약,제10조,상품전환,"다른 예금에서 이 예금으로 전환 또는 이 예금에서 다른 예금으로 전환은 불가합니다.
- 2 -

수수료 항목: 우대 내용"
우리은행,적금,「Npay 우리 통장」특약,제11조,연계ㆍ제휴 서비스,"① 이 예금의 연계ㆍ제휴 서비스는 제휴사 앞 금융거래정보 이용ㆍ제공에 동의하고, ‘Npay 머니 통장 서비스’를 이용 시 제휴사가 제공합니다.
단, ‘Npay 머니 통장 서비스’ 해지 시 해당 서비스를 제공하지 않습니다.
제휴사명 서비스명칭 제휴 서비스 내용 네이버파이낸셜 ① Npay 머니주2)를 이 예금으로 자동 입금 네이버 제휴 서비스 / ② Npay 서비스 페이지 내에서 파이낸셜 Npay 머니 이 예금의 잔액 및 거래 내역 조회 주식회사주1) 통장 서비스 ③ Npay 결제 연동 주1) 네이버파이낸셜 주식회사는 간편결제 등의 금융플랫폼 서비스 (Npay 서비스) 사업을 영위하며, Npay 서비스를 통해 ‘Npay 머니 통장 서비스’를 사용할 수 있도록 합니다.
주2) Npay 회원이 직접 유상결제 또는 다른 Npay 회원으로부터 송금 받은 송금 잔고를 Npay 머니로 전환하는 등의 다양한 방법으로 충전하여 Npay 사용처에서 사용할 수 있는 전자적 지급수단
② 우리은행은 연계ㆍ제휴 서비스 등을 부당하게 축소하거나 변경하지 않으며, 불가피하게 축소하거나 변경하는 경우 그에 상응하는 다른 연계ㆍ제휴 서비스를 제공합니다.
③ 연계ㆍ제휴 서비스의 축소ㆍ변경 시 그 내용을 사전에 서면, 우편, 팩스, 전화, E-mail, LMS 등의 방법 중 2개 이상의 방법으로 축소ㆍ변경 6개월 전부터 매월 고지합니다. 단, 그에 상응하는 다른연계ㆍ제휴 서비스를 제공하거나 우리은행의 휴업ㆍ파산ㆍ경영상의 위기 또는 연계ㆍ제휴 서비스 등을 제공하는 자의 일방적인 제공 중단 등 6개월 전부터 고지하기 어려운 불가피한 사유가 있는 경우에는 해당 상황이 발생하는 즉시 고지합니다."
우리은행,적금,「Npay 우리 통장」특약,제12조,혁신금융서비스 승인에 관한 사항,"① ‘Npay 머니 통장 서비스’는 금융혁신지원특별법에 따라 혁신금융사업자로 선정된 은행이 시험 운영하여 제공하는 혁신금융서비스로 동 특별법이 정하는 다음 각 호의 어느 하나에 해당하는 사유가 발생하는 경우 서비스 운영이 종료될 수 있습니다.
1. 혁신금융서비스 지정기간이 만료되는 경우 (지정만료일 : 2027.08.18)
2. 금융위원회가 혁신금융서비스 지정을 취소하거나, 중지명령(변경결정)을 하는 경우
3. 은행이 금융위원회에 혁신금융서비스 지정철회를 요청하여 지정이 취소 되는 경우
4. 은행이 합병 등 조직변경으로 혁신금융서비스 지정의 효력이 상실되는 경우
② 제1항에 따라 ‘Npay 머니 통장 서비스’의 운영이 종료되더라도 은행은
- 3 -

기존에 체결된 계약에 따른 의무를 이행해야 합니다. 다만, 이행이 불가능한 경우에는 이용자의 동의를 얻어 계약을 조기에 종료할 수 있으며, 서비스 중단으로 이용자의 손해가 발생한 경우 이를 배상할 책임이 있습니다.
③ ‘Npay 머니 통장 서비스’는 혁신금융서비스로 선정되어 시험운영하는 서비스이며, 그로 인해 예상하지 못한 위험이 발생할 수 있습니다.
이용자에게 통장개설 전 ‘혁신금융서비스 고지사항’을 안내하고, 이용자는 동내용에 대해 동의 후 서비스를 이용할 수 있습니다. 다만, 해당 조치는 은행이 이용자에 대해 부담하는 법률적 책임에 영향을 미치지 않습니다.
④ 은행은 혁신금융서비스의 제공 및 중단 등으로 인하여 이용자에게 손해가 발생한 경우 고의 또는 과실이 없음을 입증하지 못하는 한 이를 배상할 책임이 있으며, 은행의 책임과 관련하여 금융혁신지원특별법, 전자금융거래법, 은행법 등 다른 법령에 이용자에게 유리하게 적용될 수있는 규정이 있는 경우에는 그 법령이 우선 적용됩니다."
우리은행,적금,「Npay 우리 통장」특약,제13조,민원처리 및 분쟁조정,"① 이 예금에 대해 문의사항 또는 민원 상담이 필요한 경우 우리은행 영업점, 홈페이지 또는 고객센터(1588-5000, 1599-5000, 평일 09:00~18:00)를 통해 문의주시기 바랍니다. 또한 이 예금에 대하여 분쟁이 발생한 경우에는 금융소비자보호법에 따라 금융감독원 민원상담 센터(국번없이1332) 또는 e-금융 민원센터 (http://www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다.
② 이 예금에 대해 이의를 제기한 경우 분쟁처리 담당자 및 연락처를 LMS, 이메일 등의 방법으로 이용자에게 통지하며, 14영업일 이내에 조사하고, 처리결과를 이용자에게 알려드립니다.
※ 이 약관은 관련 법령 및 내부통제 기준에 따른 절차를 거쳐 제공됩니다.
부 칙 (변경사항) 관련 기가입고객 변경일 내용 조항 적용여부
2025.08.19 제 정 - -
- 4 -"
우리은행,적금,「N일 적금(100일)」특약,제1조,약관의 적용,"「N일 적금(100일)」 (이하 ‘이 적금’)과 관련된 거래는 본 특약을 적용하며,
본 특약에서 정하지 않은 사항은 「예금거래기본약관」, 「적립식예금약관」, 「계좌간 자동이체 약관」 및 「전자뱅킹서비스 이용약관」을 적용합니다."
우리은행,적금,「N일 적금(100일)」특약,제2조,가입대상,이 적금의 가입대상은 실명의 개인으로 1인 3계좌까지 가입할 수 있습니다.
우리은행,적금,「N일 적금(100일)」특약,제3조,가입방법,이 적금은 우리 WON뱅킹을 통해 가입 가능합니다.
우리은행,적금,「N일 적금(100일)」특약,제4조,저축한도,이 적금은 일 1천원 이상 3만원 이하의 금액으로 적립 가능합니다.
우리은행,적금,「N일 적금(100일)」특약,제5조,계약기간 및 저축방법,"① 이 적금의 계약기간은 100일입니다.
② 이 적금은 자유적립식으로 가입할 수 있습니다."
우리은행,적금,「N일 적금(100일)」특약,제6조,이자의 지급,"① 이 적금은 신규일 당시 우리은행 영업점 및 홈페이지에 고시된 기본이율이 적용됩니다.
② 이 적금은 매일 입금된 금액마다 입금일로부터 만기해지일 전일까지의 기간에 대하여 적금 신규일 당시 고시한 기본이율에 제7조에서 정한 우대이율을 더하여 계산한 이자를 원금에 더하여 만기일에 일시 지급합니다."
우리은행,적금,「N일 적금(100일)」특약,제7조,우대이율,"① 다음 각 호의 우대조건을 충족하는 경우 신규일 당시 우리은행 영업점 및홈페이지에 고시된 우대이율을 적용하며, 계약기간 만료 전 중도해지한 계좌에 대해서는 우대이율을 적용하지 않습니다.
1. 가입시점에 우리은행 정기예금 및 적금을 보유하지 않은 경우
2. 가입기간의 1/2 이상 납입하고, 상품 전용 관리페이지에서 감정스탬프를 가입기간의 3/4 이상 선택한 경우
② 우대이율은 만기해지 시점까지 우리은행 상품ㆍ서비스 마케팅 동의 항목 중

전화 (휴대폰) 및 SMS 항목을 모두 동의한 경우 제공합니다."
우리은행,적금,「N일 적금(100일)」특약,제8조,부가서비스,"① 매일 알림 서비스란 고객이 우대이율을 받을 수 있도록 신청 고객에게 매일 우리 WON뱅킹 앱으로 PUSH를 보내, 적금의 납입 및 상품 전용 관리페이지의 감정스탬프 선택을 안내하는 서비스입니다.
② 매일 자동적립 서비스란 신규 시 지정한 금액을 신규일 익일부터 만기 직전일 까지 매일 사전에 지정한 본인 명의의 우리은행 출금계좌에서 이 적금으로 이체 하는 자동이체 서비스이며, 일반 자동이체 서비스와 중복하여 등록할 수 없습니다."
우리은행,적금,「N일 적금(100일)」특약,제9조,중도해지이율,"이 적금을 만기일 전에 지급 청구할 때에는 신규일 당시 우리은행 영업점
및 홈페이지에 고시된 중도해지이율이 적용됩니다."
우리은행,적금,「N일 적금(100일)」특약,제10조,만기 후 이율,이 적금을 만기 후 해지할 때에는 만기일 당시 우리은행 영업점 및 홈페이지에 고시된 만기 후 이율이 적용됩니다.
우리은행,적금,「N일 적금(100일)」특약,제11조,세제혜택,이 적금은 가입자 본인의 한도 내에서 비과세종합저축으로 가입할 수 있습니다.
우리은행,적금,「N일 적금(100일)」특약,제12조,계약해지방법,"이 적금은 우리은행 영업점 및 인터넷⦁WON뱅킹을 통해 해지가 가능합니다.
※ 만기가 휴일인 경우, 전 영업일에 해지를 할 경우 ‘만기앞당김 지급’과 ‘중도해지’가 아닌 ‘만기해지’로 적용되며, 이자는 일수로 계산하여 지급"
우리은행,적금,「N일 적금(100일)」특약,제13조,중도인출,"이 적금은 초입금을 제외한 지정 입금 건별로 중도인출이 가능하며, 만기해지 포함
총 3회로 한정합니다. 이 때 중도인출금액에 대해서 중도해지이율을 적용합니다."
우리은행,적금,「N일 적금(100일)」특약,제14조,명의변경,이 적금은 양도에 의한 명의변경이 불가합니다.
우리은행,적금,「N일 적금(100일)」특약,제15조,제한사항,"① 이 적금은 공동명의로 가입할 수 없습니다.
② 이 적금은 만기 앞당김이 불가합니다."
우리은행,적금,「N일 적금(100일)」특약,제16조,기타사항,"이 적금의 상품명은 이벤트 시행에 따라 개별 상품명을 사용할 수 있습니다.
부 칙 (변경사항)
기 가입고객 변경일 내 용 관련조항 적용여부
2023.08.16 약관 제정 - - <본 서류는 법률 및 내부통제기준에 따라 절차를 거쳐 제공됩니다>"
우리은행,적금,「N일 적금(200일)」특약,제1조,약관의 적용,"「N일 적금(200일)」 (이하 ‘이 적금’)과 관련된 거래는 본 특약을 적용하며,
본 특약에서 정하지 않은 사항은 「예금거래기본약관」, 「적립식예금약관」, 「계좌간 자동이체 약관」 및 「전자뱅킹서비스 이용약관」을 적용합니다."
우리은행,적금,「N일 적금(200일)」특약,제2조,가입대상,이 적금의 가입대상은 실명의 개인으로 1인 3계좌까지 가입할 수 있습니다.
우리은행,적금,「N일 적금(200일)」특약,제3조,가입방법,이 적금은 우리 WON뱅킹을 통해 가입 가능합니다.
우리은행,적금,「N일 적금(200일)」특약,제4조,저축한도,이 적금은 일 1천원 이상 3만원 이하의 금액으로 적립 가능합니다.
우리은행,적금,「N일 적금(200일)」특약,제5조,계약기간 및 저축방법,"① 이 적금의 계약기간은 200일입니다.
② 이 적금은 자유적립식으로 가입할 수 있습니다."
우리은행,적금,「N일 적금(200일)」특약,제6조,이자의 지급,"① 이 적금은 신규일 당시 우리은행 영업점 및 홈페이지에 고시된 기본이율이 적용됩니다.
② 이 적금은 매일 입금된 금액마다 입금일로부터 만기해지일 전일까지의 기간에 대하여 적금 신규일 당시 고시한 기본이율에 제7조에서 정한 우대이율을 더하여 계산한 이자를 원금에 더하여 만기일에 일시 지급합니다."
우리은행,적금,「N일 적금(200일)」특약,제7조,우대이율,"① 다음 각 호의 우대조건을 충족하는 경우 신규일 당시 우리은행 영업점 및홈페이지에 고시된 우대이율을 적용하며, 계약기간 만료 전 중도해지한 계좌에 대해서는 우대이율을 적용하지 않습니다.
1. 가입시점에 우리은행 정기예금 및 적금을 보유하지 않은 경우
2. 가입기간의 1/2 이상 납입하고, 상품 전용 관리페이지에서 감정스탬프를 가입기간의 3/4 이상 선택한 경우
② 우대이율은 만기해지 시점까지 우리은행 상품ㆍ서비스 마케팅 동의 항목 중

전화 (휴대폰) 및 SMS 항목을 모두 동의한 경우 제공합니다."
우리은행,적금,「N일 적금(200일)」특약,제8조,부가서비스,"① 매일 알림 서비스란 고객이 우대이율을 받을 수 있도록 신청 고객에게 매일 우리 WON뱅킹 앱으로 PUSH를 보내, 적금의 납입 및 상품 전용 관리페이지의 감정스탬프 선택을 안내하는 서비스입니다.
② 매일 자동적립 서비스란 신규 시 지정한 금액을 신규일 익일부터 만기 직전일 까지 매일 사전에 지정한 본인 명의의 우리은행 출금계좌에서 이 적금으로 이체 하는 자동이체 서비스이며, 일반 자동이체 서비스와 중복하여 등록할 수 없습니다."
우리은행,적금,「N일 적금(200일)」특약,제9조,중도해지이율,"이 적금을 만기일 전에 지급 청구할 때에는 신규일 당시 우리은행 영업점
및 홈페이지에 고시된 중도해지이율이 적용됩니다."
우리은행,적금,「N일 적금(200일)」특약,제10조,만기 후 이율,이 적금을 만기 후 해지할 때에는 만기일 당시 우리은행 영업점 및 홈페이지에 고시된 만기 후 이율이 적용됩니다.
우리은행,적금,「N일 적금(200일)」특약,제11조,세제혜택,이 적금은 가입자 본인의 한도 내에서 비과세종합저축으로 가입할 수 있습니다.
우리은행,적금,「N일 적금(200일)」특약,제12조,계약해지방법,"이 적금은 우리은행 영업점 및 인터넷⦁WON뱅킹을 통해 해지가 가능합니다.
※ 만기가 휴일인 경우, 전 영업일에 해지를 할 경우 ‘만기앞당김 지급’과 ‘중도해지’가 아닌 ‘만기해지’로 적용되며, 이자는 일수로 계산하여 지급"
우리은행,적금,「N일 적금(200일)」특약,제13조,중도인출,"이 적금은 초입금을 제외한 지정 입금 건별로 중도인출이 가능하며, 만기해지 포함
총 3회로 한정합니다. 이 때 중도인출금액에 대해서 중도해지 이율을 적용합니다."
우리은행,적금,「N일 적금(200일)」특약,제14조,명의변경,이 적금은 양도에 의한 명의변경이 불가합니다.
우리은행,적금,「N일 적금(200일)」특약,제15조,제한사항,"① 이 적금은 공동명의로 가입할 수 없습니다.
② 이 적금은 만기 앞당김이 불가합니다."
우리은행,적금,「N일 적금(200일)」특약,제16조,기타사항,"이 적금의 상품명은 이벤트 시행에 따라 개별 상품명을 사용할 수 있습니다.
부 칙 (변경사항)
기 가입고객 변경일 내 용 관련조항 적용여부
2023.08.16 약관 제정 - - <본 서류는 법률 및 내부통제기준에 따라 절차를 거쳐 제공됩니다>"
우리은행,적금,「N일 적금(31일)」특약,제1조,약관의 적용,"「N일 적금(31일)」 (이하 ‘이 적금’)과 관련된 거래는 본 특약을 적용하며,
본 특약에서 정하지 않은 사항은 「예금거래기본약관」, 「적립식예금약관」, 「계좌간 자동이체 약관」 및 「전자뱅킹서비스 이용약관」을 적용합니다."
우리은행,적금,「N일 적금(31일)」특약,제2조,가입대상,이 적금의 가입대상은 실명의 개인으로 1인 3계좌까지 가입할 수 있습니다.
우리은행,적금,「N일 적금(31일)」특약,제3조,가입방법,이 적금은 우리 WON뱅킹을 통해 가입 가능합니다.
우리은행,적금,「N일 적금(31일)」특약,제4조,저축한도,이 적금은 일 1천원 이상 3만원 이하의 금액으로 적립 가능합니다.
우리은행,적금,「N일 적금(31일)」특약,제5조,계약기간 및 저축방법,"① 이 적금의 계약기간은 31일입니다.
② 이 적금은 자유적립식으로 가입할 수 있습니다."
우리은행,적금,「N일 적금(31일)」특약,제6조,이자의 지급,"① 이 적금은 신규일 당시 우리은행 영업점 및 홈페이지에 고시된 기본이율이 적용됩니다.
② 이 적금은 매일 입금된 금액마다 입금일로부터 만기해지일 전일까지의 기간에 대하여 적금 신규일 당시 고시한 기본이율에 제7조에서 정한 우대이율을 더하여 계산한 이자를 원금에 더하여 만기일에 일시 지급합니다."
우리은행,적금,「N일 적금(31일)」특약,제7조,우대이율,"① 다음 각 호의 우대조건을 충족하는 경우 신규일 당시 우리은행 영업점 및홈페이지에 고시된 우대이율을 적용하며, 계약기간 만료 전 중도해지한 계좌에 대해서는 우대이율을 적용하지 않습니다.
1. 가입시점에 우리은행 정기예금 및 적금을 보유하지 않은 경우
2. 가입기간의 1/2 이상 납입하고, 상품 전용 관리페이지에서 감정스탬프를 가입기간의 3/4 이상 선택한 경우
② 우대이율은 만기해지 시점까지 우리은행 상품ㆍ서비스 마케팅 동의 항목 중

전화 (휴대폰) 및 SMS 항목을 모두 동의한 경우 제공합니다."
우리은행,적금,「N일 적금(31일)」특약,제8조,부가서비스,"① 매일 알림 서비스란 고객이 우대이율을 받을 수 있도록 신청 고객에게 매일 우리 WON뱅킹 앱으로 PUSH를 보내, 적금의 납입 및 상품 전용 관리페이지의 감정스탬프 선택을 안내하는 서비스입니다.
② 매일 자동적립 서비스란 신규 시 지정한 금액을 신규일 익일부터 만기 직전일 까지 매일 사전에 지정한 본인 명의의 우리은행 출금계좌에서 이 적금으로 이체 하는 자동이체 서비스이며, 일반 자동이체 서비스와 중복하여 등록할 수 없습니다."
우리은행,적금,「N일 적금(31일)」특약,제9조,중도해지이율,"이 적금을 만기일 전에 지급 청구할 때에는 신규일 당시 우리은행 영업점
및 홈페이지에 고시된 중도해지이율이 적용됩니다."
우리은행,적금,「N일 적금(31일)」특약,제10조,만기 후 이율,이 적금을 만기 후 해지할 때에는 만기일 당시 우리은행 영업점 및 홈페이지에 고시된 만기 후 이율이 적용됩니다.
우리은행,적금,「N일 적금(31일)」특약,제11조,세제혜택,이 적금은 가입자 본인의 한도 내에서 비과세종합저축으로 가입할 수 있습니다.
우리은행,적금,「N일 적금(31일)」특약,제12조,계약해지방법,"이 적금은 우리은행 영업점 및 인터넷⦁WON뱅킹을 통해 해지가 가능합니다.
※ 만기가 휴일인 경우, 전 영업일에 해지를 할 경우 ‘만기앞당김 지급’과 ‘중도해지’가 아닌 ‘만기해지’로 적용되며, 이자는 일수로 계산하여 지급"
우리은행,적금,「N일 적금(31일)」특약,제13조,중도인출,"이 적금은 초입금을 제외한 지정 입금 건별로 중도인출이 가능하며, 만기해지 포함
총 3회로 한정합니다. 이 때 중도인출금액에 대해서 중도해지이율을 적용합니다."
우리은행,적금,「N일 적금(31일)」특약,제14조,명의변경,이 적금은 양도에 의한 명의변경이 불가합니다.
우리은행,적금,「N일 적금(31일)」특약,제15조,제한사항,"① 이 적금은 공동명의로 가입할 수 없습니다.
② 이 적금은 만기 앞당김이 불가합니다."
우리은행,적금,「N일 적금(31일)」특약,제16조,기타사항,"이 적금의 상품명은 이벤트 시행에 따라 개별 상품명을 사용할 수 있습니다.
부 칙 (변경사항)
기 가입고객 변경일 내 용 관련조항 적용여부
2023.08.16 약관 제정 - - <본 서류는 법률 및 내부통제기준에 따라 절차를 거쳐 제공됩니다>"
우리은행,적금,「N일 적금(31일)」특약,제1조,약관의 적용,"「N일 적금(31일)」 (이하 ‘이 적금’)과 관련된 거래는 본 특약을 적용하며,
본 특약에서 정하지 않은 사항은 「예금거래기본약관」, 「적립식예금약관」, 「계좌간 자동이체 약관」 및 「전자뱅킹서비스 이용약관」을 적용합니다."
우리은행,적금,「N일 적금(31일)」특약,제2조,가입대상,이 적금의 가입대상은 실명의 개인으로 1인 3계좌까지 가입할 수 있습니다.
우리은행,적금,「N일 적금(31일)」특약,제3조,가입방법,이 적금은 우리 WON뱅킹을 통해 가입 가능합니다.
우리은행,적금,「N일 적금(31일)」특약,제4조,저축한도,이 적금은 일 1천원 이상 3만원 이하의 금액으로 적립 가능합니다.
우리은행,적금,「N일 적금(31일)」특약,제5조,계약기간 및 저축방법,"① 이 적금의 계약기간은 31일입니다.
② 이 적금은 자유적립식으로 가입할 수 있습니다."
우리은행,적금,「N일 적금(31일)」특약,제6조,이자의 지급,"① 이 적금은 신규일 당시 우리은행 영업점 및 홈페이지에 고시된 기본이율이 적용됩니다.
② 이 적금은 매일 입금된 금액마다 입금일로부터 만기해지일 전일까지의 기간에 대하여 적금 신규일 당시 고시한 기본이율에 제7조에서 정한 우대이율을 더하여 계산한 이자를 원금에 더하여 만기일에 일시 지급합니다."
우리은행,적금,「N일 적금(31일)」특약,제7조,우대이율,"① 다음 각 호의 우대조건을 충족하는 경우 신규일 당시 우리은행 영업점 및홈페이지에 고시된 우대이율을 적용하며, 계약기간 만료 전 중도해지한 계좌에 대해서는 우대이율을 적용하지 않습니다.
1. 가입시점에 우리은행 정기예금 및 적금을 보유하지 않은 경우
2. 가입기간의 1/2 이상 납입하고, 상품 전용 관리페이지에서 감정스탬프를 가입기간의 3/4 이상 선택한 경우
② 우대이율은 만기해지 시점까지 우리은행 상품ㆍ서비스 마케팅 동의 항목 중

전화 (휴대폰) 및 SMS 항목을 모두 동의한 경우 제공합니다."
우리은행,적금,「N일 적금(31일)」특약,제8조,부가서비스,"① 매일 알림 서비스란 고객이 우대이율을 받을 수 있도록 신청 고객에게 매일 우리 WON뱅킹 앱으로 PUSH를 보내, 적금의 납입 및 상품 전용 관리페이지의 감정스탬프 선택을 안내하는 서비스입니다.
② 매일 자동적립 서비스란 신규 시 지정한 금액을 신규일 익일부터 만기 직전일 까지 매일 사전에 지정한 본인 명의의 우리은행 출금계좌에서 이 적금으로 이체 하는 자동이체 서비스이며, 일반 자동이체 서비스와 중복하여 등록할 수 없습니다."
우리은행,적금,「N일 적금(31일)」특약,제9조,중도해지이율,"이 적금을 만기일 전에 지급 청구할 때에는 신규일 당시 우리은행 영업점
및 홈페이지에 고시된 중도해지이율이 적용됩니다."
우리은행,적금,「N일 적금(31일)」특약,제10조,만기 후 이율,이 적금을 만기 후 해지할 때에는 만기일 당시 우리은행 영업점 및 홈페이지에 고시된 만기 후 이율이 적용됩니다.
우리은행,적금,「N일 적금(31일)」특약,제11조,세제혜택,이 적금은 가입자 본인의 한도 내에서 비과세종합저축으로 가입할 수 있습니다.
우리은행,적금,「N일 적금(31일)」특약,제12조,계약해지방법,"이 적금은 우리은행 영업점 및 인터넷⦁WON뱅킹을 통해 해지가 가능합니다.
※ 만기가 휴일인 경우, 전 영업일에 해지를 할 경우 ‘만기앞당김 지급’과 ‘중도해지’가 아닌 ‘만기해지’로 적용되며, 이자는 일수로 계산하여 지급"
