은행명,상품종류,상품이름,조항,조항이름,조항내용
우리은행,예금,입출금이 자유로운 예금 약관,제8조,지급자금 부족시의 처리,"같은 날 거래처의 지급자금을 초과하는 수표나 어음의 지급 또는 그밖의 채무이행의 청구
가 있는 경우 은행은 거래처의 의사를 확인하였을 때에는 그 의사에 따라 처리하고 의사를
＊ 이 약관은 금융소비자보호에 관한 법률 등 관련 법령 및 당행의 내부통제기준에 따른 절차를 거쳐 제공됩니다. - 2 -

확인할 수 없는 때에는 은행이 판단하여 처리한다."
우리은행,예금,입출금이 자유로운 예금 약관,제9조,초과지급 및 일부지급의 거절,"① 은행은 당좌예금․가계당좌예금의 지급자금(대출한도 포함)을 초과하는 수표나 어음금은 지급하지 않는다.
② 은행은 수표나 어음에 적힌 금액의 일부에 대하여 지급청구하는 경우에는 지급하지 아니 한다."
우리은행,예금,입출금이 자유로운 예금 약관,제10조,수표․어음금의 지급과 면책 등,"① 은행이 수표나 어음금을 지급함에 있어 다음 각호의 경우에 해당하는 때에는 거래처에 손해가 생겨도 은행은 책임을 지지 않는다. 다만, 제3호 및 제4호의 경우에는 어음․수 표의 지급사무를 함에 있어 요구되는 주의를 다하였어야 한다.
1. 발행일이 기재되지 아니한 수표, 발행일이나 수취인 또는 발행일 및 수취인이 기재되
지 아니한 어음을 지급했을 때
2. 달력에 없는 날짜를 발행일 또는 지급일로 기재한 수표․어음에 대하여 그 달 말일을 지급일로 하여 지급하였을 때(다만, 32 이상의 숫자를 만기일 또는 지급일로 한 때에는 그러하지 아니함)
3. 예금거래기본약관 제5조 제①항에 따라 신고된 거래인감이 틀림없다고 인정되는 도장
을 수표 뒷면에 찍은 횡선수표를 지급하였을 때
4. “지시금지”란 글자를 누구나 알아볼 수 있는 크기로 분명히 적지 않아 그 수표나 어음이 지시금지 수표 또는 어음인지 모르고 지급했을 때
② 제①항 제3호에 따라 지급함으로써 수표법상 횡선위반에 해당하여 제3자에게 손해배상 했을 때에는 은행은 그 금액을 거래처에게 상환청구할 수 있다."
우리은행,예금,입출금이 자유로운 예금 약관,제11조,대리인과의 거래,"① 거래처가 대리인을 통하여 거래하고자 할 때에는 수표․어음거래에 사용할 대리인 성명
과 인감을 신고하여야 한다.
② 은행은 제①항에 따라 신고된 대리인이 『신용정보관리규약의 “신용거래정보 중 연체정 보, 대위변제대지급정보, 부도정보, 관련인정보""와 금융질서문란정보 및 공공기록정보 대상자』에 해당하여 수표나 어음의 유통질서를 해칠만한 상당한 이유가 있을 때에는
그 사실을 거래처에 통보하고 이의 교체를 요청할 수 있다.
③ 거래처가 대리인을 통하여 수표나 어음을 발행할 때는 수표 또는 어음면에 거래처 본인
및 대리인의 성명을 적고 대리관계를 나타내는 표시를 하여야 하며 은행은 대리인 명의 만으로 발행한 수표나 어음을 지급거절할 수 있다.
＊ 이 약관은 금융소비자보호에 관한 법률 등 관련 법령 및 당행의 내부통제기준에 따른 절차를 거쳐 제공됩니다. - 3 -"
우리은행,예금,입출금이 자유로운 예금 약관,제12조,당좌․가계당좌예금 계약의 해지,"① 은행은 거래처가 관련법규나 규정을 위반하여 당좌거래 자격을 잃거나 이 약관의 중요 사항을 위반하여 은행과 당좌거래를 계속하는 것이 부적절하다고 판단될 때에는 미리 서면으로 통지하고 해당 예금계약을 해지할 수 있다.
② 은행은 거래처가 『신용정보관리규약의 “신용거래정보 중 연체정보, 대위변제대지급정 보, 부도정보, 관련인정보""와 금융질서문란정보 및 공공기록정보 대상자』로 등록되고, 은행이 정한 당좌. 가계당좌예금계약 해지사유에 해당할 때에는 이 예금을 해지하고 그사실을 거래처에 통지한다."
우리은행,예금,입출금이 자유로운 예금 약관,제13조,당좌․가계당좌예금 해지 후 처리,이 예금을 해지했을 때에는 해지전에 발행한 수표나 어음이 지급제시되더라도 은행은 지급 하지 않으며 거래처는 사용하지 않은 수표나 어음용지를 곧 개설점에 반환하여야 한다.
우리은행,예금,입출금이 자유로운 예금 약관,제14조,당좌예금거래보증금,"① 거래처는 은행이 따로 정한 당좌예금거래보증금(이하 ‘보증금’이라 한다)을 은행에 별단 예금으로 예치해야 한다.
② 은행이 제①항의 보증금액을 변경했거나 거래처가 개설점 변경 등으로 예치한 보증금이 부족할 경우 거래처는 그 차액을 추가로 예치하여야 하고, 남으면 은행은 그 차액을 거래처에게 돌려준다.
③ 이 예금을 해지했을 때 은행은 제①항의 보증금을 거래처가 은행에 갚아야 할 채무변제
로 충당한다.
④ 은행은 제③항의 절차를 마치고 보증금이 남았을 때에는 사용하지 않은 수표․어음용지
를 모두 회수한 뒤에 돌려준다. 다만, 이미 발행한 수표나 어음으로서 지급제시되지 않
은 것이 있을 때에는 부도처리수수료와 어음교환업무규약에서 정한 부도어음 제재금 만
큼 빼고 돌려준다.
⑤ 제④항 전단의 규정에도 불구하고 거래처가 수표나 어음용지를 회수할 수 없는 정당한 사유가 있으면 은행은 곧 보증금을 돌려준다.
※ 위 조항 중 밑줄 친 부분은 공정거래위원회의 표준약관과 상이합니다.
부 칙
이 약관은 2016년 12월 30일부터 적용한다.
＊ 이 약관은 금융소비자보호에 관한 법률 등 관련 법령 및 당행의 내부통제기준에 따른 절차를 거쳐 제공됩니다. - 4 -

[변경사항] 기가입고객 변경일 주요 내용 관련조항 적용여부 ○ 은행제공 수표•어음용지에 의한 거래 內
2003.11.10 제4조 적용 가계수표의 경우 명시 ○ 1천만원 이상 어음 발행시 발행인의 발행내역
2009.02.02 제4조 적용 등록 의무 ○ 사기이용계좌의 명의인에 대해 계좌개설 등의
2012.10.15 제5조 적용 금융거래 제한 근거 마련
2013.09.18 ○ 기업자유예금의 이자부분 삭제 제2조 적용
2016.12.30 ○ 휴면예금 출연을 위한 이자 지급방식 변경 제2조 적용
2024.03.29 ○ 거래제한 내 사기이용계좌 금융거래 제한 확대 제5조 적용
＊ 이 약관은 금융소비자보호에 관한 법률 등 관련 법령 및 당행의 내부통제기준에 따른 절차를 거쳐 제공됩니다. - 5 -"
우리은행,예금,주택청약예금 특약,제1조,약관의 적용,"주택청약예금(이하 ""이 예금""이라 한다)거래에는 이 특약과 『예금거래 기본약관』,『거치식예금약관』, 『주택법』 및 『주택공급에관한규칙』
을 적용한다."
우리은행,예금,주택청약예금 특약,제2조,거래대상,"이 예금의 거래 대상자는 주택청약예금 실시지역에 거주하는 성년의 국민
인 개인 또는 외국인 거주자로 한다. 다만, 미성년자로서 『주택공급에 관한규칙』에서 정한 세대주에 해당하는 경우에는 가능하다."
우리은행,예금,주택청약예금 특약,제3조,가입제한,"이 예금과 주택청약부금, 주택청약저축, 주택청약종합저축의 가입은 전금융기관을 통하여 1인 1계좌에 한한다."
우리은행,예금,주택청약예금 특약,제4조,예치금액,"이 예금의 예치금액은 『주택공급에관한규칙』에서 정한 각 지역별, 평형
별 해당 예치금액으로 한다."
우리은행,예금,주택청약예금 특약,제5조,예치기간,이 예금의 계약기간은 1년으로 한다.
우리은행,예금,주택청약예금 특약,제6조,재예치,"① 계약기간내에 민영주택 등의 입주자로 선정되지 아니한 계좌는 주택청 약자격의 계속성 유지를 위하여 만기일에 기존계좌를 해지하지 않고 원금만을 1년 단위로 자동회전 예치하는 것으로 한다.
② 압류 등 법적으로 가해진 지급제한이 있을 경우에는 재예치 할 수 없
다.
③ 재예치시는 재예치일 당시 영업점에 게시한 약정이율을 적용한다."
우리은행,예금,주택청약예금 특약,제7조,특별중도해지,"이 예금은 가입(또는 재예치)후 1개월이 경과하고, 다음 각호의 사유 중도해지하는 경우에는 은행이 정한 약정이율을 적용한다.
1. 당첨후 해지시
2. 예치금액 변경(평형변경, 지역변경)으로 인한 해지시
3. 사망에 의한 상속으로 1인 2계좌 이상이 되어 해지시"
우리은행,예금,주택청약예금 특약,제8조,명의변경,"이 예금은 다음 각호의 사유로 명의변경이 가능하다.
1. 가입자 사망에 의한 상속
2. 가입자의 개명"
우리은행,예금,주택청약예금 특약,제9조,계좌부활,"이 예금은 『주택공급에관한규칙』에서 정하는 바에 따라 계좌를 부활시
킬 수 있다."
우리은행,예금,주택청약예금 특약,제10조,기 타,"① 이 예금은 분할해지 할 수 없다.
② 이 예금은 타 금융기관 또는 제3자 담보제공을 위한 질권을 설정할
수 없다."
우리은행,예금,「주택청약저축」약관,제1조,약관의 적용,"① 주택청약저축(이하 ‘이 저축’이라 한다) 거래는 이 약관 및 예금거래기본약관, 적립식예금약관을 적용합니다.
② 제1항의 약관에서 정하지 않은 사항은「주택법」,「주택공급에 관한 규칙」, 「조세특례제한법」,「소득세법」및「국고금 관리법」 에서 정한 바에 따릅니다."
우리은행,예금,「주택청약저축」약관,제2조,가입대상,"① 이 저축의 가입대상은 법령에 따라 무주택세대구성원에 한합니다.
② 이 저축과 주택청약종합저축, 청약예금, 청약부금의 가입은 전 금융기관을 통하여 1인 1계좌에 한합니다."
우리은행,예금,「주택청약저축」약관,제3조,납입기간,이 저축의 납입기간은 가입한 날부터 국민주택등(분양전환되지 않는 임대주택은 제외)의 입주자로 선정된 날까지로 합니다.
우리은행,예금,「주택청약저축」약관,제4조,월 납입금,"가입자는 매월 약정한 날짜에 「주택공급에 관한 규칙」에서 정한
월 저축금을 입금해야 합니다."
우리은행,예금,「주택청약저축」약관,제5조,이자 등,"① 이 저축의 이자는 입금한 월 납입금에 대하여 입금일부터 해지일 전일까지의 실예치일수에 관계 법령에서 정하는 이율을 적용하여 원금과 함께 지급합니다. 다만, 가입일부터 1월 이내에 이 저축을 해지하는 경우에는 이자를 지급하지 아니합니다.
② 이 저축은 만기가 없는 상품으로서 중도해지이율 및 만기후이율
은 적용하지 않습니다."
우리은행,예금,「주택청약저축」약관,제6조,지급시기,이 저축의 원금 및 이자는 가입자가 이 저축을 해지할 때 일시에 지급합니다.
우리은행,예금,「주택청약저축」약관,제7조,계좌부활,이 저축을 사용하여 당첨자로 선정되어 해약한 자가 사업주체의 파산으로 당해 주택에 입주할 수 없게 될 경우 등「주택공급에 관한 규칙」에서 정한 부활사유에 해당하는 경우 동 계좌를 부활할 수 있습니다.
우리은행,예금,「주택청약저축」약관,제8조,소득공제,이 저축은 소득공제 가능한 상품으로「조세특례제한법」제87조에서 정한 요건에 해당하는 경우 소득공제 받으실 수 있습니다.
우리은행,예금,「주택청약저축」약관,제9조,양도 및 질권설정,"이 저축은 양도하거나 제3자 담보제공을 위한 질권설정을 할 수없습니다.

변 경 사 항기존 가입고객 변경일 내 용 관련조항 적용여부
2024.11.1 월 납입금 변경 제4조 Y"
우리은행,예금,「주택청약종합저축」약관,제1조,약관의 적용,"① 주택청약종합저축(이하 ‘이 저축’이라 한다) 거래는 이 약관 및예금거래기본약관, 적립식예금약관을 적용합니다.
② 제1항의 약관에서 정하지 않은 사항은「주택법」,「주택공급에 관한 규칙」, 「조세특례제한법」,「소득세법」및「국고금 관리법」 에서 정한 바에 따릅니다."
우리은행,예금,「주택청약종합저축」약관,제2조,가입대상,"① 이 저축의 가입대상은 국민인 개인(국내에 거주하는 재외동포 포함)이나 외국인 거주자로서 연령에 제한없이 가입이 가능합니다.
② 이 저축의 가입은 청약저축, 청약예금, 청약부금을 포함하여 전금융기관 1인 1계좌에 한합니다."
우리은행,예금,「주택청약종합저축」약관,제3조,납입기간,이 저축의 납입기간은 가입한 날부터 국민주택(분양전환되지 않는 임대주택은 제외)과 민영주택의 입주자로 선정된 날까지로 합니다.
우리은행,예금,「주택청약종합저축」약관,제4조,월 납입금,"이 저축의 월 납입금은 매월 약정납입일에 2만원 이상 50만원 이하
로 합니다. 다만, 월 납입금의 총액이「주택공급에 관한 규칙」에서 정한 민영주택 청약 예치기준금액의 최대한도인 1,500만원에 이를 때까지는 50만원을 초과하여 납입할 수 있습니다."
우리은행,예금,「주택청약종합저축」약관,제5조,이자 등,"① 이 저축의 이자는 입금한 월 납입금에 대하여 입금일부터 해지일 전일까지의 실예치일수에 관계 법령에서 정하는 이율을 적용하여 원금과 함께 지급합니다. 다만, 가입일부터 1월 이내에 이 저축을 해지하는 경우에는 이자를 지급하지 아니합니다.
② 이 저축은 만기가 없는 상품으로서 중도해지이율 및 만기후이율
은 적용하지 않습니다."
우리은행,예금,「주택청약종합저축」약관,제6조,지급시기,이 저축의 원금 및 이자는 가입자가 이 저축을 해지할 때 일시에 지급합니다.
우리은행,예금,「주택청약종합저축」약관,제7조,전환신규,"기존 ‘청약예금, 청약부금, 청약저축’을 보유한 고객이 제2조 제1 항의 가입자격을 갖춘 경우 이 저축으로 전환신규가 가능하며, 전환 신규한 계좌의 납입횟수, 저축총액, 가입기간은「주택공급에 관한 규칙」의 기준을 따릅니다."
우리은행,예금,「주택청약종합저축」약관,제8조,계좌부활,이 저축을 사용하여 당첨자로 선정되어 해약한 자가 사업주체의 파산으로 당해 주택에 입주할 수 없게 될 경우 등「주택공급에 관한 규칙」에서 정한 부활사유에 해당하는 경우 동 계좌를 부활할 수 있습니다.
우리은행,예금,「주택청약종합저축」약관,제9조,소득공제,이 저축은 소득공제 가능한 상품으로「조세특례제한법」제87조에서 정한 요건에 해당하는 경우 소득공제 받으실 수 있습니다.
우리은행,예금,「주택청약종합저축」약관,제10조,양도 및 질권설정,이 저축은 양도하거나 제3자 담보제공을 위한 질권설정을 할 수 없습니다.
우리은행,예금,「주택청약종합저축」약관,제11조,기타,"이 저축은「금융소비자 보호에 관한 감독규정」제2조제1항이 정하는 바에 따라「금융소비자 보호에 관한 법률」의 적용을 받지 않습니다.

부칙
기 가입고객 변경일 내용 관련조항 적용여부
2009.05.06 제정
2013.04.10 변경, 소득공제 신설 제1조~제9조 Y
2015.01.01 변경 제8조 Y
2015.09.01 변경 제2조~제3조 Y
2017.01.23 변경 제3조~제4조 Y
2021.03.25 기타 신설 제10조 Y
2024.10.01 전환신규 신설 제7조 N"
우리은행,예금,계좌간 자동이체 약관,제1조,자동이체방법,"은행은 고객의 자동이체 신청에 따라 지정일에 통장, 수표, 지급청구서 없이 출금계좌에서 이체금액을 입금계좌로 이체합니다. 지정일이 없는 월의 경우에는 해당 월의 말일, 지정일이 영업일이 아닌 경우 익영업일에 이체합니다."
우리은행,예금,계좌간 자동이체 약관,제2조,지급자금 부족 때의 처리출금,"① 이체 지정일에 출금계좌의 지급자금이 이체금액에 미달하면 부족자금이 채워지는 날에 이체 처리 합니다.
② 제1항에도 불구하고 입금계좌가 대출계좌인 경우는 다음 각호의 방법에 따라 처리합니다.
1. 이체 지정일까지 출금계좌로 입금되는 금액은 이체 지정일부터 이체하며, 출금계좌의 출금 가능 금액이 이체금액에 미달하면 영업시간 이후에 다음과 같이 처리합니다.
가. 출금 가능 금액 범위 내에서 매 영업일 원 단위로 이체합니다.
나. 출금 가능 금액이 발생 연체이자에 미달하면 이체하지 않습니다.
2. 대출계좌의 약정 납입일 전까지는 부족 자금이 채워지는 날 이체하고, 약정 납입일 이후부터는 제1호의 방법에 따라 이체 처리합니다.
③ 제2항에 따라 연체 중인 원리금균등분할상환대출의 상환원리금 일부 금액이 이체되는 경우에도 연
체 기준일은 변경되지 않습니다.
④ 제2항에도 불구하고 협약대출, 정책자금대출, 기타 달리 정함이 있는 대출은 제1항의 방법에 따라 이체 처리합니다.
⑤ 제1항에도 불구하고 입금계좌가 퇴직연금(개인형IRP)계좌인 경우 직전 1회분 미납금액에 한하여 이체처리 합니다."
우리은행,예금,계좌간 자동이체 약관,제3조,여러 건의 이체처리,"출금 당일에 이체 대상 자동이체가 여러 건이 있으면, 처리순서는 아래의 자동이체 출금 우선순위에 따릅니다.
① 당행 지급 입금 이체 / ② 우리은행 대출금 이자 / ③ 우리은행 대출금 상환 / ④ 우리카드 대금결제
⑤ 타행(타사)카드 대금결제 / ⑥ 아파트 관리비 이체 / ⑦ 스쿨뱅킹 이체 / ⑧ 예약거래 이체
⑨ 지로 및 납부자자동이체 / ⑩ 외환 당발송금 이체 / ⑪ 당행 예적금계좌 이체 / ⑫ 기타 자동이체"
우리은행,예금,계좌간 자동이체 약관,제4조,증권의 부도,"고객의 출금계좌에 입금한 자기앞수표, 가계수표 등 증권이 지급거절 되었을 때, 자동이체 처리된 금액을 취소하고 지급거절 사실을 고객에게 통지합니다."
우리은행,예금,계좌간 자동이체 약관,제5조,자동이체의 신규·변경·해지 신청,"고객이 계좌간 자동이체를 신규 · 변경· 해지하고자 할 때에는 이체지정일 전 영업일까지 은행에 다음
각 호의 방법 중 어느 하나에 의하여 신고하여야 합니다.
① 서면에 의한 신청 / ② 인터넷뱅킹에 의한 신청
③ 스마트뱅킹에 의한 신청 / ④ 텔레뱅킹에 의한 신청
⑤ 자동이체 통합관리시스템(www.payinfo.or.kr)에 의한 신청
⑥ 애플리케이션 기반의 자동이체 통합관리시스템에 의한 신청"
우리은행,예금,계좌간 자동이체 약관,제6조,이체일 및 이체금액 미지정떄의 처리,"고객이 부담하여야 할 수수료, 채무 등 이체대상만을 지정하고 이체일과 금액에 대한 지정 없이 자동 이체를 신청한 때에는 은행은 그 대상거래가 발생했을 때 이체합니다."
우리은행,예금,계좌간 자동이체 약관,제7조,집합투자상품 자동이체 처리,"① 자동이체 지정일에 지급계좌의 지급 가능금액이 이체 신청금액에 미달하면, 자동이체가 처리되지 않습니다.
② 이체 지정일에 지급계좌에서 이체금액을 출금하여 별도의 신탁계정에 예치되며, 각각의 집합투자규 약에서 정한 매입 기준가격 적용일에 입금계좌로 이체합니다.
③ 단기금융상품(MMF)이 지급계좌일 경우에는 이체금액을 별도의 신탁계정에 예치하지 않고 이체금 액만큼 지급정지 되며, 각각의 집합투자규약에서 정한 매입기준가격 적용일에 출금하여 출금 당일 입금계좌로 이체합니다.
④ 제3조에도 불구하고 집합투자상품의 자동이체는 은행에서 정한 시간에 따라 처리합니다."
우리은행,예금,계좌간 자동이체 약관,제8조,계좌이동서비스,"① 계좌간 자동이체는 계좌이동 서비스 대상이며, 계좌이동 서비스 이용 약관을 준용합니다.
② 은행은 자동이체 통합관리시스템(www.payinfo.or.kr 또는 애플리케이션)에 자동이체 등록정보를 제공하여 거래처가 자동이체 조회 및 해지, 출금계좌 변경신청을 할 수 있도록 합니다.
③ 거래처가 은행 창구 또는 비대면 채널(인터넷뱅킹, 모바일뱅킹 등)에서 자동이체 출금계좌를 다른 은행 계좌로 변경 신청을 하면, 당행에서 이용 중인 자동이체는 해지 처리됩니다.
④ 거래처가 자동이체 통합관리시스템(www.payinfo.or.kr 또는 애플리케이션)에서 출금계좌를 다른 은행 계좌로 변경 신청을 하면, 당행에서 이용 중인 자동이체는 해지 처리됩니다."
우리은행,예금,계좌간 자동이체 약관,제9조,준용,"이 약관에서 정하지 아니한 사항은 예금거래기본약관, 관련예금약관, 신탁약관, 여신거래기본약관, 개별 상품약관 및 은행 내규를 준용합니다.
부 칙 (변경사항)
기 가입고객 변경일 내 용 관련조항 적용여부 제1조, 제2조,
제 3조, 제4조,
2013.11.18 문구의 명확화 적용 제5조, 제6조, ,제 7조, 제 8조 제1조, 제2조,
제 3조, 제4조,
2016.01.26 문구의 명확화 적용 제5조, 제6조, ,제 7조, 제 8조
2017.04.21 계좌간 자동이체 서비스 이용채널 확대 제5조, 제8조 적용
2020.05.29 권역간 통합 반영 제8조 적용
2023.03.09 문구의 명확화 제1조, 제2조 적용 <본 서류는 법령 및 내부통제기준에 따른 절차를 거쳐 금융소비자에게 제공되는 문서입니다.>"
우리은행,예금,「(특판명) 정기예금」특약,제1조,약관의 적용,"이 특약은 「(특판명) 정기예금」(이하 ‘이 예금’이라 합니다) 거래에 대하여 적용하고, 이 특약에서 정하지 않은 사항은 「예금거래기본약관」 및 「거치식예금 약관」을 적용합니다."
우리은행,예금,「(특판명) 정기예금」특약,제2조,상품정의,"이 예금은 은행이 별도의 판매기간과 판매한도, 이율을 정하여 판매하며 가입 금액 및 가입기간, 가입방법은 영업점과 우리은행 홈페이지에 고시합니다."
우리은행,예금,「(특판명) 정기예금」특약,제3조,상품명,"이 예금의 상품명 중 “(특판명)”은 판매 회차별로 은행이 정한 상품명을 사용할
수 있습니다."
우리은행,예금,「(특판명) 정기예금」특약,제4조,예금종류,이 예금의 예금과목은 정기예금으로 합니다.
우리은행,예금,「(특판명) 정기예금」특약,제5조,가입대상,이 예금의 가입대상은 실명의 개인입니다.
우리은행,예금,「(특판명) 정기예금」특약,제6조,가입금액,이 예금의 가입금액은 판매 회차별로 정하고 영업점 및 우리은행 홈페이지에 고시합니다.
우리은행,예금,「(특판명) 정기예금」특약,제7조,가입기간,"이 예금의 가입기간은 6개월, 12개월, 24개월 중에서 판매 회차별로 정하고 영업점 및 우리은행 홈페이지에 고시합니다."
우리은행,예금,「(특판명) 정기예금」특약,제8조,가입방법,"이 예금의 가입방법은 영업점, 우리은행 인터넷뱅킹, 스마트뱅킹 중에서 판매 회차별로 정하고 영업점 및 우리은행 홈페이지에 고시합니다."
우리은행,예금,「(특판명) 정기예금」특약,제9조,기본이율,이 예금의 기본이율은 가입일 당시 영업점 및 우리은행 홈페이지에 고시된 이율을 적용합니다.
우리은행,예금,「(특판명) 정기예금」특약,제10조,중도해지이율,이 예금을 만기일 전에 지급 청구할 때는 가입일 당시 영업점 및 우리은행 홈페이지에 고시한 중도해지이율을 적용합니다.
우리은행,예금,「(특판명) 정기예금」특약,제11조,만기 후 이율,이 예금은 만기 후 해지 시 만기일 당시 영업점 및 우리은행 홈페이지에 고시한 만기 후 이자율을 적용합니다.
우리은행,예금,「(특판명) 정기예금」특약,제12조,세제혜택,이 예금은 가입자 본인의 한도 내에서 비과세종합저축으로 가입할 수 있습니다.
우리은행,예금,「(특판명) 정기예금」특약,제13조,계약해지방법,"이 예금은 영업점, 우리은행 인터넷뱅킹 또는 스마트뱅킹을 통해 해지할 수 있습 니다.
※ 만기가 휴일(관공서의 공휴일에 관한 규정에 의한 관공서의 공휴일, 토요일, 근로자의 날)인 경우, 직전 영업일에 해지하면 ‘만기앞당김 지급’과 ‘중도해지’가 아닌 ‘만기해지’로 적용되며, 이자는 일수
로 계산하여 지급됩니다."
우리은행,예금,「(특판명) 정기예금」특약,제14조,분할해지,"이 예금은 만기해지를 포함하여 총 3회까지 분할해지가 가능하며, 분할해지된 금액에는 제10조의 중도해지이율을 적용합니다."
우리은행,예금,「(특판명) 정기예금」특약,제15조,제한사항,"이 예금은 공동명의로 가입할 수 없습니다.
부 칙 (변경사항)
기 가입고객 변경일 내 용 관련조항 적용여부
2025.08.14 약관 제정 - -
※ 본 서류는 법령 및 내부통제기준에 따른 절차를 거쳐 금융소비자에게 제공되는 문서입니다."
우리은행,예금,「CJ PAY 우리 통장」 특약,제1조,약관의 적용,"「CJ PAY 우리 통장」 (이하 ‘이 예금’이라 합니다.) 거래는 이 특약을 우선 적용하며, 이 특약에서 정하지 않은 사항은 「예금거래 기본약관」, 「입출금이 자유로운 예금 약관」, 「전자금융거래 기본약관」을 적용합니다."
우리은행,예금,「CJ PAY 우리 통장」 특약,제2조,예금종류,이 예금은 저축예금으로 합니다.
우리은행,예금,「CJ PAY 우리 통장」 특약,제3조,가입대상,"이 예금의 가입대상은 17세 이상 실명의 개인(내국인)으로, 1인 1계좌만 가입 가능합니다."
우리은행,예금,「CJ PAY 우리 통장」 특약,제4조,가입방법,이 예금은 CJ올리브네트웍스 주식회사의 웹 또는 앱페이지에 연계된 「우리은행 비대면 실명확인 서비스」를 통해서만 가입 가능합니다.
우리은행,예금,「CJ PAY 우리 통장」 특약,제5조,기본금리,이 예금의 기본금리는 매일의 최종 예금 잔액에 대해 우리은행 영업점 및홈페이지에 고시한 기본금리를 적용합니다.
우리은행,예금,「CJ PAY 우리 통장」 특약,제6조,우대금리,"① 이 예금의 우대금리는 매일의 2백만원 이하 잔액에 대하여 이 예금을 CJ PAY에 연결하여 결제 등의 서비스[CJ올리브네트웍스 제휴서비스/CJ PAY 우리 통장 서비스] (이하 ‘CJ PAY 우리 통장 서비스’라 한다.) 이용 시에만 제공합니다. 단, 2백만원을 초과하는 예금 잔액 및 ‘CJ PAY 우리 통장 서비스’ 해지 시에는 우대금리를 제공하지 않습니다.
② 최초 가입일(통장개설일)로부터 5년 이내 기간에 대하여 제5조의 금리에 더하여 적용합니다. 기간에 따른 우대금리는 가입시점의 상품설명서 및우리은행 홈페이지에 고시합니다.
③ 우대금리 중 이벤트 특별금리의 경우 대상자에 한해 기본금리에 가산하여 적용합니다. 이벤트 특별금리 대상 요건은 가입시점의 상품설명서 및우리은행 홈페이지에 고시하며, 이벤트 내용에 따른 이벤트 특별금리가
- 1 -

적용됩니다.
④ 이 예금을 해지 후 재가입한 경우, 우대금리(이벤트 특별금리 포함)를 제공하지 않습니다. 단, 최초가입일로부터 1개월 이내 해지 후 재가입한 경우에는 우대금리(이벤트 특별금리 포함)를 제공합니다."
우리은행,예금,「CJ PAY 우리 통장」 특약,제7조,이자의 지급,"① 이 예금의 금리는 매일의 최종 예금 잔액에 대해 예금 보유일 현재(공휴일인 경우에는 직전영업일) 우리은행 영업점 및 홈페이지에 고시한 기본금리 및 우대금리를 합산하여 적용합니다.
② 이 예금의 기본금리는 변경될 수 있으며, 금리 변경 시에는 변경일로부터 변경된 금리가 적용됩니다.
③ 이 예금의 이자는 매월 셋째 토요일(원가일)에 원금에 더합니다.
④ 이 예금의 이자계산 기간은 최초 예금일(또는 지난 원가일)로부터 원가일 전일까지입니다."
우리은행,예금,「CJ PAY 우리 통장」 특약,제8조,상품명 변경,이 예금은 ‘CJ PAY 우리 통장 서비스’ 해지 시 「우리 제휴 통장」으로 상품명이 변경됩니다.
우리은행,예금,「CJ PAY 우리 통장」 특약,제9조,수수료 우대서비스,"이 예금을 통한 거래 시 아래의 수수료 우대서비스를 제공합니다.
수수료 항목 우대 내용
1. 우리은행 전자금융(인터넷, 모바일, 텔레뱅킹) 이용한 면제 다른은행으로의 이체수수료
2. 우리은행 자동화기기 이용한 영업시간 외 현금출금 수수료 ※ 단, 이 예금을 통한
3. 우리은행 자동화기기 이용한 다른 은행으로의 이체수수료 거래에서 발생하는
4. 납부자 자동이체(타행자동이체) 수수료 수수료에 한함"
우리은행,예금,「CJ PAY 우리 통장」 특약,제10조,상품전환,다른 예금에서 이 예금으로 전환 또는 이 예금에서 다른 예금으로 전환은 불가합니다.
