chunk_id,doc_id,은행명,상품종류,상품이름,조항,조항이름,text
90a6789f22852fdd3ebe:6:0,90a6789f22852fdd3ebe,국민은행,대출,KB 햇살론17에 따른 추가약정서,6,성실상환자 금리인하,"은행명: 국민은행
상품종류: 대출
상품이름: KB 햇살론17에 따른 추가약정서
조항: 6
조항이름: 성실상환자 금리인하
①대출을 성실상환한 사람에게는 신용보증 기한에 따라 다음 각 호에 해당하는 보증료율을 추가로 감면할 수 있다. 1. 신용보증 기한이 3년인 경우 1년마다 2.5%포인트 2. 신용보증 기한이 5년인 경우 1년마다 1.0%포인트 ②제1항의 “대출을 성실상환한 사람”이란 대출기간이 1년을 초과하는 경우 매 1년 경과시점 부터 과거 1년간 누적연체일수가 30일 이하인 사람을 말하며, 감면일 현재 연체 중인 경우는 제외한다."
90a6789f22852fdd3ebe:7:0,90a6789f22852fdd3ebe,국민은행,대출,KB 햇살론17에 따른 추가약정서,7,추가약정의 효력,"은행명: 국민은행
상품종류: 대출
상품이름: KB 햇살론17에 따른 추가약정서
조항: 7
조항이름: 추가약정의 효력
이 추가약정서에서 정한 사항은 대출약정, 본인과 기금이 체결한 보증거래약정 및 귀행 또는 기금의 약관에 우선하여 적용된다."
90a6789f22852fdd3ebe:8:0,90a6789f22852fdd3ebe,국민은행,대출,KB 햇살론17에 따른 추가약정서,8,보증료 자동이체,"은행명: 국민은행
상품종류: 대출
상품이름: KB 햇살론17에 따른 추가약정서
조항: 8
조항이름: 보증료 자동이체
본인은 대출금 이자를 자동이체 방식에 의하여 납부하는 경우, 보증료를 대출원리금 자동이체 출금계좌에서 인출하여 수납처리하여 줄 것을 신청하며, 보증료 자동이체와 관련한 사항에 대하여는 대출은행의 자동이체 약관을 따르기로 한다."
90a6789f22852fdd3ebe:9:0,90a6789f22852fdd3ebe,국민은행,대출,KB 햇살론17에 따른 추가약정서,9,기타,"은행명: 국민은행
상품종류: 대출
상품이름: KB 햇살론17에 따른 추가약정서
조항: 9
조항이름: 기타
이 추가약정서는 본인과 귀행 및 기금을 대리한 귀행이 체결한 것이다. 본인은 귀행과 『대출거래약정』을 체결함에 있어, 이 추가약정서의 모든 조항을 충분히 이해 하고 아래와 같이 서명 날인합니다. 20 년월일 본인(대출받는자) 성명 : (인) 생년월일(주민등록번호기준) : 주소 : 주식회사 국민행복기금 및 국민은행 귀중"
d43779ed14b3d6ea1dd2:전문:0,d43779ed14b3d6ea1dd2,국민은행,대출,KB 햇살론뱅크에 따른 추가약정서,전문,전문,"은행명: 국민은행
상품종류: 대출
상품이름: KB 햇살론뱅크에 따른 추가약정서
조항: 전문
조항이름: 전문
동 약관은 관련 법령 및 내부통제 절차에 따라 작성되었으며 대출계약 체결 시 필수적으로 고객님에게 제공됩니다. KB 햇살론뱅크에 따른 추가약정서 본인은 귀행과 체결한 년월 일자 『대출거래약정』 (이하 “대출약정”이라 한다)에 추가하여 귀행 및 서민금융진흥원(이하 ""서금원"")과 다음과 같이 약정합니다."
d43779ed14b3d6ea1dd2:1:0,d43779ed14b3d6ea1dd2,국민은행,대출,KB 햇살론뱅크에 따른 추가약정서,1,보증부대출,"은행명: 국민은행
상품종류: 대출
상품이름: KB 햇살론뱅크에 따른 추가약정서
조항: 1
조항이름: 보증부대출
본인이 귀행과 체결한 대출약정은 서금원이 발급하는 신용보증서를 기초로 한 대출임을 확인하고 다음의 사항에 동의합니다."
d43779ed14b3d6ea1dd2:2:0,d43779ed14b3d6ea1dd2,국민은행,대출,KB 햇살론뱅크에 따른 추가약정서,2,보증료의 계산,"은행명: 국민은행
상품종류: 대출
상품이름: KB 햇살론뱅크에 따른 추가약정서
조항: 2
조항이름: 보증료의 계산
본인이 서금원에 매월 납부하여야 하는 보증료는 보증원금에 대하여 보증료율(_____%)을 곱하여 계산한 금액으로 합니다."
d43779ed14b3d6ea1dd2:3:0,d43779ed14b3d6ea1dd2,국민은행,대출,KB 햇살론뱅크에 따른 추가약정서,3,보증료 납입,"은행명: 국민은행
상품종류: 대출
상품이름: KB 햇살론뱅크에 따른 추가약정서
조항: 3
조항이름: 보증료 납입
본인은 대출약정에서 정한 매 회차별 대출원리금 상환시 서금원에 납부하여야 할 보증료를 동시에 납부하기로 합니다."
d43779ed14b3d6ea1dd2:4:0,d43779ed14b3d6ea1dd2,국민은행,대출,KB 햇살론뱅크에 따른 추가약정서,4,추가약정의 효력,"은행명: 국민은행
상품종류: 대출
상품이름: KB 햇살론뱅크에 따른 추가약정서
조항: 4
조항이름: 추가약정의 효력
이 추가약정서에서 정한 사항은 대출약정, 본인과 서금원이 체결한 보증거래약정 및 귀행 또는 서금원의 약관에 우선하여 적용됩니다."
d43779ed14b3d6ea1dd2:5:0,d43779ed14b3d6ea1dd2,국민은행,대출,KB 햇살론뱅크에 따른 추가약정서,5,보증료 자동이체,"은행명: 국민은행
상품종류: 대출
상품이름: KB 햇살론뱅크에 따른 추가약정서
조항: 5
조항이름: 보증료 자동이체
본인은 대출금 이자를 자동이체 방식에 의하여 납부하는 경우, 보증료를 대출원리금 자동이체 출금계좌에서 인출하여 수납처리 하여 줄 것을 신청 하며, 보증료 자동이체와 관련한 사항에 대하여는 대출은행의 자동이체 약관을 따르기로 합니다."
d43779ed14b3d6ea1dd2:6:0,d43779ed14b3d6ea1dd2,국민은행,대출,KB 햇살론뱅크에 따른 추가약정서,6,기타,"은행명: 국민은행
상품종류: 대출
상품이름: KB 햇살론뱅크에 따른 추가약정서
조항: 6
조항이름: 기타
이 추가약정서는 본인과 귀행 및 서금원 3자간 체결된 사실과 약정체결 시 귀행이 서금원을 대리하였음을 확인합니다. 본인은 귀행과 『대출거래약정』을 체결함에 있어, 이 추가약정서의 모든 조항을 충분히 이해하고 아래와 같이 서명 날인합니다. 20 년월일 본인(대출받는자) 성명 : (인) 생년월일 : 주소 : 서민금융진흥원 및 KB국민은행 귀중"
e76900977ac3c2151d1a:1:0,e76900977ac3c2151d1a,국민은행,대출,KB국민카드 연계 오토서비스 설명서 추가약정서,1,전체 내용,"은행명: 국민은행
상품종류: 대출
상품이름: KB국민카드 연계 오토서비스 설명서 추가약정서
조항: 1
조항이름: 전체 내용
동 설명서는 관련 법령 및 내부통제 절차에 따라 작성되었으며 대출계약 체결 시 필수적으로 고객님에게 제공됩니다. KB국민카드 연계 오토서비스 설명서 (KB매직카대출용) KB국민카드 연계 오토서비스 제공 대상 신차 구매를 위한 「KB매직카대출(KB매직카 신용대출 포함)」을 이용하시며, 대출금 지급 방법으로 KB국민카드 결제방식을 신청한 고객 KB국민카드 연계 오토서비스 제공 기간 KB국민카드 연계 오토서비스는 「KB매직카대출(KB매직카 신용대출 포함)」 신청 고객이 대출실행 후 차량 구매를 위한 KB국민카드 결제시 제공되는 서비스로 차량 구매 1건에 한하여 1회성 제공 KB국민카드 연계 오토서비스 내용 KB국민카드 연계 오토서비스는 고객님이 신차 구매를 위하여 KB국민은행에서 「KB매직카대출 (KB매직카 신용대출 포함)」을 신청하고, 해당 대출금으로 자동차 판매점에서 KB국민카드 결제 후 결제 금액에 따라 캐시백을 받는 서비스 입니다. - 본건 이용 금액은 KB국민카드 포인트리 및 항공 마일리지 적립이 제외됩니다. - 캐시백 금액은 카드사 전표 매입 15일 이후 본인 명의 KB국민카드 결제계좌로 입금됩니다. KB국민카드 연계 오토서비스 캐시백 지급률 KB국민카드 연계 오토서비스 제공 요건 - KB국민카드 연계 오토서비스는 본인 명의의 KB국민카드(신용/체크) 소지 고객의 경우에 한하여 신청 가능하며, 가족카드 및 사업자카드는 불가합니다. - 차량 구입 예정 자동차 판매점에서 KB국민카드 결제 가능 여부 확인이 필요합니다. 일부 수입 브랜드, 캠핑 카라반, 이륜차 등은 KB국민카드 연계 오토서비스가 불가합니다. - 신차 구매를 위해 「KB매직카대출(KB매직카 신용대출 포함)」 연계 오토서비스와 KB국민카드사 전용 특별 한도를 복수로 신청하고 동일 일자에 나누어 결제시, 한도별 결제 순서에 유의하시기 바랍니다.(연계 오토서비스와 카드사 특별한도를 중복 신청하지 않도록 유의) 한도별 결제 순서 관련 상세 문의 : KB국민카드 오토금융센터 1599-0036 또한, KB매직카대출 연계 오토서비스는 신청한 금액과 동일한 금액으로 결제하지 않으면 승인 되지 않으므로 유의하시기 바랍니다. KB국민카드 연계 오토서비스 이용시 유의사항 자동차 계약 취소 등의 사유 발생시 연계 오토서비스가 자동 취소되지 않으므로 가까운 KB국민 은행 영업점으로 문의해 주시기 바랍니다. 비대면 신청건의 경우 KB매직카대출 전담센터 ( 1644-7444)로 문의하시고, 취소 절차를 안내 받으시길 바랍니다. 연계 제휴서비스 이행책임 KB국민은행은 연계 제휴서비스를 부당하게 축소 변경하지 않으며, 정당한 이유 없이 금융소비자 에게 불리하게 변경하는 경우 그에 상응하는 다른 연계 제휴서비스 제공 그에 상응하는 다른 연계 제휴서비스 제공이 불가능한 경우 부득이 연계 제휴서비스를 중단 할수 있음 연계 제휴서비스 변경 종료에 대한 사전통지 서면, 우편, 팩스, 전화, E-mail, LMS 등의 방법 중 하나의 방법으로 축소 변경 6개월 전부터 매월 고지. 단, 그에 상응하는 다른 연계 제휴서비스를 제공하거나 금융회사의 휴업 파산, 경영상 의 위기 또는 연계 제휴서비스등을 제공하는 자의 일방적인 연계 제휴서비스등 제공 중단 등 6개월 전부터 고지하기 어려운 불가피한 사유가 있는 경우에는 해당 상황이 발생하는 즉시 고지 하는 경우 제외"
dbb972d255f36a195609:1:0,dbb972d255f36a195609,국민은행,대출,근질권 설정 예적금용 동산용 유가증권용 알아두어야 할 사항,1,담보종류에 따른 책임범위,"은행명: 국민은행
상품종류: 대출
상품이름: 근질권 설정 예적금용 동산용 유가증권용 알아두어야 할 사항
조항: 1
조항이름: 담보종류에 따른 책임범위
『특정채무담보』는 채무자가 채권자에 대하여부담하는 특정된 채무만을 담보하는 것으로, 그 채무가 연기 재취급 또는 다른 여신으로 대환된 때에는 담보하지 않습니다. 『근담보』는 채무자와 채권자 사이에 이미 맺어져 있거나 앞으로 맺게 될 거래계약으로부터 현재 발생되어 있거나 앞으로 발생할 채무를 채권최고액의 범위내에서 담보하게 되는 것으로 두가지 유형이 있으며, 각 유형에 따른 책임범위는 다음과 같습니다. 『특정 근담보』 특정된 거래계약(예: 년월 일자 대출거래약정서)으로부터 계속적으로 발생하는 채무를 담보하며, 그 채무가 기한연장된 때에도 담보합니다. 그러나 재취급 또는 다른 여신으로 대환된 때에는 담보하지 않 습니다. 『한정 근담보』 특정한 종류의 거래(예: 당좌대출거래)에 대하여 이미 맺어져 있거나 앞으로 맺게 될 거래계약으로부터 현재 발생되어 있거나 앞으로 발생하게 될 채무를 모두 담보하며, 그 채무의 연장이나 재취급은 물론 같은 종류로 대환된 때에도 담보합니다. 그러나 다른 종류의 여신으로 대환된 때에는 담보하지 않습니다."
dbb972d255f36a195609:2:0,dbb972d255f36a195609,국민은행,대출,근질권 설정 예적금용 동산용 유가증권용 알아두어야 할 사항,2,담보제공자가 연대보증까지 서는 경우,"은행명: 국민은행
상품종류: 대출
상품이름: 근질권 설정 예적금용 동산용 유가증권용 알아두어야 할 사항
조항: 2
조항이름: 담보제공자가 연대보증까지 서는 경우
담보제공자가 연대보증을 별도로 서는 경우 채권자는 담보제공한 재산외에 담보제공자의 다른 일반재산에 대하여도 강제집행을 할수 있습니다."
2e3daa14b2ca00d9cb6f:전문:0,2e3daa14b2ca00d9cb6f,국민은행,대출,근질권 설정 예적금용 동산용 유가증권용 약정서,전문,전문,"은행명: 국민은행
상품종류: 대출
상품이름: 근질권 설정 예적금용 동산용 유가증권용 약정서
조항: 전문
조항이름: 전문
근담보근질권설정계약서 (예 적금용, 동산용, 유가증권용) 담보의 제공은 재산상 손실을 가져올 수도 있는 중요한 법률행위이므로 미리 뒷면 ""담보제공자가 꼭 알아 두어야 할 사항""과 계약서 내용을 잘 읽은 후 신중한 판단을 하시고, 굵은선 으로 표시된 란(당사자란 제1조 및 계약서 각면)은 담보제공자가 반드시 자필로 기재하시기 바랍니다. 위 당사자 사이에 아래와 같이 근질권 설정계약을 맺습니다."
2e3daa14b2ca00d9cb6f:1:0,2e3daa14b2ca00d9cb6f,국민은행,대출,근질권 설정 예적금용 동산용 유가증권용 약정서,1,근질권의 설정,"은행명: 국민은행
상품종류: 대출
상품이름: 근질권 설정 예적금용 동산용 유가증권용 약정서
조항: 1
조항이름: 근질권의 설정
근질권설정자(이하 ""설정자""라 합니다)는 은행여신거래기본약관을 승인하고, 이 계약서의 ""담보목적물 목록""란에 기재한 채권 물건 증권등(이하 ""담보목적물""이라 합니다)에 다음 내용으로 근질권을 설정하고, 채권자 앞으로 그 담보목적물의 인도절차를 마쳤습니다. 1. 피담보채무의 범위 채권자는 피담보채무의 범위를 달리하는 다음의 두 유형 가운데 어느 하나를 설정자가 선택할 수 있음을 설명하였고, 설정자는 그 가운데에서 정한 채무(이자, 지연배상금 기타 부대채무를 포함합니다)를 담보하기로 합니다. 2. 담보한도액 등가. 담보한도액 나. “가”호의 담보한도액을 외화로 정한 경우, 원화환산에 적용할 환율은 채권자가 현실적으로 변제금을 수령할 시점의 대고객 전신환 매도율로 적용합니다 3. 근질권 결산기 채권자는 근질권 결산기를 정하는 다음의 세유형 가운데 어느 하나를 설정자가 선택할 수 있음을 설명하였고, 설정자는 에서 정한 날을 결산기로 하기로 합니다."
2e3daa14b2ca00d9cb6f:2:0,2e3daa14b2ca00d9cb6f,국민은행,대출,근질권 설정 예적금용 동산용 유가증권용 약정서,2,근질권의 효력 범위,"은행명: 국민은행
상품종류: 대출
상품이름: 근질권 설정 예적금용 동산용 유가증권용 약정서
조항: 2
조항이름: 근질권의 효력 범위
① 근질권의 효력은 담보목적물의 원금 수익권(이 계약 이후에 적립한 적립금을 포함합니다.)과 이에 부수하는 이자 수익의 수익권, 특별이자, 장려금, 배당금, 상환금과 무상주에 미칩니다. ② 담보목적물에 대하여 기간연장 개서 갱신 분할 병합 증액 감액 등을 한때에는 그 위에도 근질권의 효력이 미칩니다."
